,Unnamed: 0,mea_ddhr,tem_in,hum_in,tem_coil,tem_out,hum_out,cond,loc,time_period,tem_diff,ran
12990,12990,2018-03-28 0:30,13.05,72.25,10.02,11.01,79.76,0.0,1,2018-03-28 00:00:00,3.030000000000001,True
12991,12991,2018-03-28 1:00,12.9,73.02,10.06,10.76,80.25,0.0,1,2018-03-28 01:00:00,2.84,True
12992,12992,2018-03-28 1:30,12.81,73.14,10.02,10.49,80.65,0.0,1,2018-03-28 01:00:00,2.7900000000000014,True
13007,13007,2018-03-28 9:00,12.53,74.69,10.1,17.6,52.96,0.0,1,2018-03-28 09:00:00,2.43,True
13008,13008,2018-03-28 9:30,12.93,74.6,10.21,19.98,46.0,0.0,1,2018-03-28 09:00:00,2.719999999999999,True
13009,13009,2018-03-28 10:00,13.33,73.99,10.29,22.0,41.24,0.0,1,2018-03-28 10:00:00,3.0400000000000014,True
13010,13010,2018-03-28 10:30,13.72,73.2,10.37,22.79,36.51,0.0,1,2018-03-28 10:00:00,3.3500000000000014,True
13011,13011,2018-03-28 11:00,14.09,71.46,10.63,21.75,38.64,0.0,1,2018-03-28 11:00:00,3.4599999999999986,True
13012,13012,2018-03-28 11:30,14.46,69.75,10.63,21.57,40.87,0.0,1,2018-03-28 11:00:00,3.83,True
13014,13014,2018-03-28 12:30,15.13,66.94,10.86,20.53,43.28,0.0,1,2018-03-28 12:00:00,4.270000000000001,True
13015,13015,2018-03-28 13:00,15.49,66.33,11.01,20.62,43.22,0.0,1,2018-03-28 13:00:00,4.48,True
13029,13029,2018-03-28 20:00,15.77,68.93,11.89,13.75,75.49,0.0,1,2018-03-28 20:00:00,3.879999999999999,True
13030,13030,2018-03-28 20:30,15.68,69.17,11.85,13.72,75.0,0.0,1,2018-03-28 20:00:00,3.83,True
13032,13032,2018-03-28 21:30,15.46,70.02,11.82,13.82,74.42,0.0,1,2018-03-28 21:00:00,3.640000000000001,True
13033,13033,2018-03-28 22:00,15.4,70.88,11.82,13.69,77.59,0.0,1,2018-03-28 22:00:00,3.58,True
13034,13034,2018-03-28 22:30,15.4,71.49,11.97,13.48,76.95,0.0,1,2018-03-28 22:00:00,3.43,True
13035,13035,2018-03-28 23:00,15.13,72.34,11.97,13.02,80.4,0.0,1,2018-03-28 23:00:00,3.16,True
13036,13036,2018-03-28 23:30,15.1,73.5,11.82,12.29,82.2,0.0,1,2018-03-28 23:00:00,3.28,True
13037,13037,2018-03-29 0:00,14.85,73.11,11.89,11.95,84.07,0.0,1,2018-03-29 00:00:00,2.9599999999999986,True
13038,13038,2018-03-29 0:30,14.73,73.44,11.85,11.71,84.77,0.0,1,2018-03-29 00:00:00,2.8800000000000012,True
13039,13039,2018-03-29 1:00,14.7,74.48,12.08,11.92,85.1,0.0,1,2018-03-29 01:00:00,2.619999999999999,True
13040,13040,2018-03-29 1:30,14.7,74.08,11.97,12.17,85.1,0.0,1,2018-03-29 01:00:00,2.729999999999998,True
13041,13041,2018-03-29 2:00,14.7,74.57,12.08,12.38,84.71,0.0,1,2018-03-29 02:00:00,2.619999999999999,True
13042,13042,2018-03-29 2:30,14.61,75.12,11.85,12.32,83.91,0.0,1,2018-03-29 02:00:00,2.76,True
13043,13043,2018-03-29 3:00,14.64,74.85,11.93,12.81,81.72,0.0,1,2018-03-29 03:00:00,2.7100000000000013,True
13044,13044,2018-03-29 3:30,14.67,75.27,11.89,13.17,81.2,0.0,1,2018-03-29 03:00:00,2.78,True
13045,13045,2018-03-29 4:00,14.73,75.92,12.08,12.66,81.65,0.0,1,2018-03-29 04:00:00,2.6500000000000004,True
13046,13046,2018-03-29 4:30,14.64,75.43,12.16,11.95,82.6,0.0,1,2018-03-29 04:00:00,2.4800000000000004,True
13047,13047,2018-03-29 5:00,14.61,75.37,12.01,12.01,84.19,0.0,1,2018-03-29 05:00:00,2.6,True
13048,13048,2018-03-29 5:30,14.61,75.58,12.01,11.8,84.43,0.0,1,2018-03-29 05:00:00,2.6,True
13049,13049,2018-03-29 6:00,14.43,75.76,12.05,12.2,85.35,0.0,1,2018-03-29 06:00:00,2.379999999999999,True
13050,13050,2018-03-29 6:30,14.52,75.79,12.05,12.35,84.25,0.0,1,2018-03-29 06:00:00,2.4699999999999993,True
13051,13051,2018-03-29 7:00,14.52,76.01,12.08,12.35,83.97,0.0,1,2018-03-29 07:00:00,2.4399999999999995,True
13052,13052,2018-03-29 7:30,14.49,75.85,12.08,12.41,83.79,0.0,1,2018-03-29 07:00:00,2.41,True
13053,13053,2018-03-29 8:00,14.61,76.01,11.93,12.99,81.87,0.0,1,2018-03-29 08:00:00,2.68,True
13054,13054,2018-03-29 8:30,14.76,76.28,12.16,13.79,78.97,0.0,1,2018-03-29 08:00:00,2.6,True
13055,13055,2018-03-29 9:00,14.91,76.34,12.08,14.43,73.9,0.0,1,2018-03-29 09:00:00,2.83,True
13056,13056,2018-03-29 9:30,15.1,76.01,12.31,13.97,76.98,0.0,1,2018-03-29 09:00:00,2.7899999999999987,True
13057,13057,2018-03-29 10:00,15.22,75.4,12.24,14.7,72.53,0.0,1,2018-03-29 10:00:00,2.9800000000000004,True
13058,13058,2018-03-29 10:30,15.34,74.66,12.35,15.19,69.51,0.0,1,2018-03-29 10:00:00,2.99,True
13059,13059,2018-03-29 11:00,15.53,73.96,12.35,15.46,68.5,0.0,1,2018-03-29 11:00:00,3.18,True
13060,13060,2018-03-29 11:30,15.56,72.89,12.43,15.19,68.62,0.0,1,2018-03-29 11:00:00,3.1300000000000012,True
13061,13061,2018-03-29 12:00,15.77,72.95,12.46,15.83,66.88,0.0,1,2018-03-29 12:00:00,3.3099999999999987,True
13062,13062,2018-03-29 12:30,16.04,71.58,12.81,16.78,61.54,0.0,1,2018-03-29 12:00:00,3.229999999999998,True
13063,13063,2018-03-29 13:00,16.44,70.15,12.73,17.42,61.69,0.0,1,2018-03-29 13:00:00,3.7100000000000013,True
13064,13064,2018-03-29 13:30,16.59,69.72,12.73,14.98,68.65,0.0,1,2018-03-29 13:00:00,3.86,True
13065,13065,2018-03-29 14:00,16.75,69.29,12.85,16.23,65.9,0.0,1,2018-03-29 14:00:00,3.9,True
13066,13066,2018-03-29 14:30,16.93,68.56,13.04,16.26,64.53,0.0,1,2018-03-29 14:00:00,3.890000000000001,True
13209,13209,2018-04-01 14:00,17.6,72.95,14.72,18.06,71.15,0.0,1,2018-04-01 14:00:00,2.8800000000000012,True
13210,13210,2018-04-01 14:30,17.75,74.33,14.79,18.06,71.46,0.0,1,2018-04-01 14:00:00,2.9600000000000013,True
13211,13211,2018-04-01 15:00,17.81,75.03,14.79,17.91,71.7,0.0,1,2018-04-01 15:00:00,3.02,True
13212,13212,2018-04-01 15:30,17.97,74.66,14.79,18.3,70.76,0.0,1,2018-04-01 15:00:00,3.18,True
13213,13213,2018-04-01 16:00,17.97,75.06,14.91,17.97,71.15,0.0,1,2018-04-01 16:00:00,3.0599999999999987,True
13214,13214,2018-04-01 16:30,18.09,75.52,14.95,17.54,73.41,0.0,1,2018-04-01 16:00:00,3.140000000000001,True
13215,13215,2018-04-01 17:00,18.09,75.4,15.06,16.99,75.31,0.0,1,2018-04-01 17:00:00,3.03,True
13216,13216,2018-04-01 17:30,17.94,74.73,14.91,16.93,75.09,0.0,1,2018-04-01 17:00:00,3.030000000000001,True
13217,13217,2018-04-01 18:00,17.84,74.76,15.06,16.38,78.3,0.0,1,2018-04-01 18:00:00,2.78,True
13218,13218,2018-04-01 18:30,17.84,75.06,14.91,16.04,79.61,0.0,1,2018-04-01 18:00:00,2.93,True
13219,13219,2018-04-01 19:00,17.81,74.85,14.95,15.95,79.52,0.0,1,2018-04-01 19:00:00,2.8599999999999994,True
13220,13220,2018-04-01 19:30,17.84,74.54,14.83,15.86,80.49,0.0,1,2018-04-01 19:00:00,3.01,True
13221,13221,2018-04-01 20:00,17.81,74.6,14.95,15.86,80.13,0.0,1,2018-04-01 20:00:00,2.8599999999999994,True
13222,13222,2018-04-01 20:30,17.75,74.63,14.91,15.74,79.88,0.0,1,2018-04-01 20:00:00,2.84,True
13223,13223,2018-04-01 21:00,17.63,74.57,14.98,15.49,80.04,0.0,1,2018-04-01 21:00:00,2.6499999999999986,True
13224,13224,2018-04-01 21:30,17.57,74.6,15.02,15.49,81.87,0.0,1,2018-04-01 21:00:00,2.5500000000000007,True
13225,13225,2018-04-01 22:00,17.54,74.54,14.98,15.31,81.93,0.0,1,2018-04-01 22:00:00,2.5599999999999987,True
13226,13226,2018-04-01 22:30,17.39,74.66,14.95,15.1,83.36,0.0,1,2018-04-01 22:00:00,2.4400000000000013,True
13227,13227,2018-04-01 23:00,17.3,74.85,14.91,15.07,82.66,0.0,1,2018-04-01 23:00:00,2.390000000000001,True
13229,13229,2018-04-02 0:00,17.05,75.61,14.91,14.43,84.74,0.0,1,2018-04-02 00:00:00,2.140000000000001,True
13230,13230,2018-04-02 0:30,16.87,75.7,14.79,14.24,85.26,0.0,1,2018-04-02 00:00:00,2.0800000000000023,True
13246,13246,2018-04-02 8:30,16.23,77.99,14.72,18.12,68.25,0.0,1,2018-04-02 08:00:00,1.5099999999999998,True
13247,13247,2018-04-02 9:00,16.59,77.72,14.79,20.78,56.84,0.0,1,2018-04-02 09:00:00,1.8000000000000007,True
13248,13248,2018-04-02 9:30,16.96,76.89,14.79,22.61,49.39,0.0,1,2018-04-02 09:00:00,2.1700000000000017,True
13249,13249,2018-04-02 10:00,17.48,75.06,15.02,23.34,46.58,0.0,1,2018-04-02 10:00:00,2.460000000000001,True
13250,13250,2018-04-02 10:30,17.94,72.95,15.1,23.68,44.05,0.0,1,2018-04-02 10:00:00,2.8400000000000016,True
13657,13657,2018-04-10 22:00,18.82,69.99,15.29,16.38,75.95,0.0,1,2018-04-10 22:00:00,3.530000000000001,True
14690,14690,2018-05-02 10:30,20.99,78.36,19.45,21.11,74.66,0.0,1,2018-05-02 10:00:00,1.5399999999999991,True
14691,14691,2018-05-02 11:00,21.14,77.99,19.49,20.84,73.08,0.0,1,2018-05-02 11:00:00,1.650000000000002,True
15178,15178,2018-05-12 14:30,19.0,80.19,17.69,16.78,88.4,0.0,1,2018-05-12 14:00:00,1.3099999999999987,True
15179,15179,2018-05-12 15:00,19.04,79.61,17.54,16.65,86.02,0.0,1,2018-05-12 15:00:00,1.5,True
15180,15180,2018-05-12 15:30,19.13,78.6,17.65,16.62,85.99,0.0,1,2018-05-12 15:00:00,1.4800000000000004,True
15191,15191,2018-05-12 21:00,19.22,77.53,17.54,16.32,91.39,0.0,1,2018-05-12 21:00:00,1.6799999999999995,True
15192,15192,2018-05-12 21:30,19.22,77.93,17.62,16.41,91.15,0.0,1,2018-05-12 21:00:00,1.599999999999998,True
15193,15193,2018-05-12 22:00,19.19,78.54,17.54,16.35,91.24,0.0,1,2018-05-12 22:00:00,1.650000000000002,True
15194,15194,2018-05-12 22:30,19.16,79.15,17.62,16.2,90.66,0.0,1,2018-05-12 22:00:00,1.5399999999999991,True
15195,15195,2018-05-12 23:00,19.19,78.94,17.54,16.07,89.29,0.0,1,2018-05-12 23:00:00,1.650000000000002,True
15337,15337,2018-05-15 22:00,25.11,69.81,21.24,23.89,71.76,0.0,1,2018-05-15 22:00:00,3.870000000000001,True
15338,15338,2018-05-15 22:30,25.02,69.75,21.28,23.74,72.77,0.0,1,2018-05-15 22:00:00,3.7399999999999984,True
15339,15339,2018-05-15 23:00,24.93,71.09,21.36,23.86,73.53,0.0,1,2018-05-15 23:00:00,3.5700000000000003,True
15340,15340,2018-05-15 23:30,24.93,71.37,21.39,23.52,75.4,0.0,1,2018-05-15 23:00:00,3.5399999999999987,True
15341,15341,2018-05-16 0:00,24.77,72.44,21.47,23.31,75.89,0.0,1,2018-05-16 00:00:00,3.3000000000000007,True
15342,15342,2018-05-16 0:30,24.71,72.28,21.47,23.25,76.47,0.0,1,2018-05-16 00:00:00,3.240000000000002,True
15343,15343,2018-05-16 1:00,24.65,72.86,21.47,23.37,74.6,0.0,1,2018-05-16 01:00:00,3.18,True
15344,15344,2018-05-16 1:30,24.62,72.71,21.43,23.55,73.35,0.0,1,2018-05-16 01:00:00,3.1900000000000013,True
15345,15345,2018-05-16 2:00,24.56,72.99,21.47,23.4,72.65,0.0,1,2018-05-16 02:00:00,3.09,True
15346,15346,2018-05-16 2:30,24.5,72.74,21.51,23.22,72.92,0.0,1,2018-05-16 02:00:00,2.9899999999999984,True
15347,15347,2018-05-16 3:00,24.44,72.34,21.47,23.13,74.18,0.0,1,2018-05-16 03:00:00,2.9700000000000024,True
15348,15348,2018-05-16 3:30,24.41,72.53,21.47,23.03,75.7,0.0,1,2018-05-16 03:00:00,2.9400000000000013,True
15349,15349,2018-05-16 4:00,24.35,73.29,21.58,23.1,76.98,0.0,1,2018-05-16 04:00:00,2.770000000000003,True
15350,15350,2018-05-16 4:30,24.35,73.96,21.58,23.03,77.96,0.0,1,2018-05-16 04:00:00,2.770000000000003,True
15351,15351,2018-05-16 5:00,24.35,74.42,21.58,23.16,78.48,0.0,1,2018-05-16 05:00:00,2.770000000000003,True
15352,15352,2018-05-16 5:30,24.35,75.09,21.62,23.34,78.27,0.0,1,2018-05-16 05:00:00,2.7300000000000004,True
15353,15353,2018-05-16 6:00,24.38,75.89,21.62,23.28,78.91,0.0,1,2018-05-16 06:00:00,2.759999999999998,True
15354,15354,2018-05-16 6:30,24.44,75.95,21.62,23.55,78.54,0.0,1,2018-05-16 06:00:00,2.8200000000000003,True
15355,15355,2018-05-16 7:00,24.44,76.74,21.66,23.55,78.94,0.0,1,2018-05-16 07:00:00,2.780000000000001,True
15356,15356,2018-05-16 7:30,24.5,77.29,21.7,24.77,74.88,0.0,1,2018-05-16 07:00:00,2.8000000000000007,True
15357,15357,2018-05-16 8:00,24.62,76.77,21.78,25.38,71.79,0.0,1,2018-05-16 08:00:00,2.84,True
15358,15358,2018-05-16 8:30,24.71,76.95,21.74,25.35,72.41,0.0,1,2018-05-16 08:00:00,2.9700000000000024,True
15359,15359,2018-05-16 9:00,24.77,77.9,21.89,24.44,79.76,0.0,1,2018-05-16 09:00:00,2.879999999999999,True
15360,15360,2018-05-16 9:30,24.77,79.21,21.85,24.35,80.83,1.0,1,2018-05-16 09:00:00,2.919999999999998,True
15361,15361,2018-05-16 10:00,24.71,79.73,21.85,24.47,79.95,1.0,1,2018-05-16 10:00:00,2.8599999999999994,True
15362,15362,2018-05-16 10:30,24.77,80.07,21.93,23.95,80.89,1.0,1,2018-05-16 10:00:00,2.84,True
15363,15363,2018-05-16 11:00,24.68,79.82,21.85,23.61,82.91,1.0,1,2018-05-16 11:00:00,2.8299999999999983,True
15364,15364,2018-05-16 11:30,24.65,80.22,21.89,23.92,81.72,1.0,1,2018-05-16 11:00:00,2.759999999999998,True
15365,15365,2018-05-16 12:00,24.62,79.88,21.89,23.95,81.07,1.0,1,2018-05-16 12:00:00,2.7300000000000004,True
15366,15366,2018-05-16 12:30,24.62,79.73,21.89,24.47,78.91,0.0,1,2018-05-16 12:00:00,2.7300000000000004,True
15367,15367,2018-05-16 13:00,24.65,80.01,21.93,24.8,78.36,1.0,1,2018-05-16 13:00:00,2.719999999999999,True
15368,15368,2018-05-16 13:30,24.74,80.19,22.04,24.68,78.27,1.0,1,2018-05-16 13:00:00,2.6999999999999997,True
15369,15369,2018-05-16 14:00,24.8,80.59,22.04,24.13,80.19,1.0,1,2018-05-16 14:00:00,2.7600000000000016,True
15370,15370,2018-05-16 14:30,24.68,80.62,22.08,23.71,83.46,1.0,1,2018-05-16 14:00:00,2.6000000000000014,True
15371,15371,2018-05-16 15:00,24.62,81.2,22.04,23.89,83.21,1.0,1,2018-05-16 15:00:00,2.5800000000000023,True
15372,15372,2018-05-16 15:30,24.62,81.5,22.08,23.83,82.91,1.0,1,2018-05-16 15:00:00,2.5400000000000027,True
15373,15373,2018-05-16 16:00,24.62,81.35,22.0,24.01,82.39,1.0,1,2018-05-16 16:00:00,2.620000000000001,True
15374,15374,2018-05-16 16:30,24.65,81.68,22.04,23.86,83.49,1.0,1,2018-05-16 16:00:00,2.6099999999999994,True
15375,15375,2018-05-16 17:00,24.65,81.87,22.08,23.83,83.36,1.0,1,2018-05-16 17:00:00,2.5700000000000003,True
15376,15376,2018-05-16 17:30,24.65,81.62,22.12,23.89,82.88,1.0,1,2018-05-16 17:00:00,2.5299999999999976,True
15377,15377,2018-05-16 18:00,24.65,81.47,22.08,23.95,82.36,1.0,1,2018-05-16 18:00:00,2.5700000000000003,True
15378,15378,2018-05-16 18:30,24.68,81.11,22.19,23.92,82.26,1.0,1,2018-05-16 18:00:00,2.4899999999999984,True
15379,15379,2018-05-16 19:00,24.65,81.38,22.16,23.77,82.51,1.0,1,2018-05-16 19:00:00,2.4899999999999984,True
15380,15380,2018-05-16 19:30,24.65,81.38,22.16,23.74,83.09,1.0,1,2018-05-16 19:00:00,2.4899999999999984,True
15381,15381,2018-05-16 20:00,24.56,81.59,22.12,23.64,83.33,1.0,1,2018-05-16 20:00:00,2.4399999999999977,True
15382,15382,2018-05-16 20:30,24.56,81.44,22.27,23.43,84.13,0.0,1,2018-05-16 20:00:00,2.289999999999999,True
15383,15383,2018-05-16 21:00,24.59,81.56,22.31,23.49,83.85,0.0,1,2018-05-16 21:00:00,2.2800000000000007,True
15384,15384,2018-05-16 21:30,24.62,81.65,22.19,23.49,84.62,1.0,1,2018-05-16 21:00:00,2.43,True
15385,15385,2018-05-16 22:00,24.65,82.11,22.23,23.28,85.01,1.0,1,2018-05-16 22:00:00,2.4199999999999977,True
15386,15386,2018-05-16 22:30,24.71,81.87,22.27,23.58,84.4,1.0,1,2018-05-16 22:00:00,2.4400000000000013,True
15387,15387,2018-05-16 23:00,24.71,82.14,22.35,23.86,83.85,1.0,1,2018-05-16 23:00:00,2.3599999999999994,True
15388,15388,2018-05-16 23:30,24.71,82.39,22.35,23.49,84.83,1.0,1,2018-05-16 23:00:00,2.3599999999999994,True
15389,15389,2018-05-17 0:00,24.65,82.81,22.27,22.97,88.34,1.0,1,2018-05-17 00:00:00,2.379999999999999,True
15390,15390,2018-05-17 0:30,24.56,83.0,22.35,22.73,88.58,1.0,1,2018-05-17 00:00:00,2.2099999999999973,True
15391,15391,2018-05-17 1:00,24.5,82.81,22.27,22.61,88.16,1.0,1,2018-05-17 01:00:00,2.2300000000000004,True
15392,15392,2018-05-17 1:30,24.5,82.23,22.35,22.58,88.37,0.0,1,2018-05-17 01:00:00,2.1499999999999986,True
15393,15393,2018-05-17 2:00,24.47,81.99,22.39,22.61,88.83,0.0,1,2018-05-17 02:00:00,2.0799999999999983,True
15394,15394,2018-05-17 2:30,24.5,82.26,22.23,22.73,89.22,1.0,1,2018-05-17 02:00:00,2.27,True
15395,15395,2018-05-17 3:00,24.5,82.88,22.35,23.06,88.0,1.0,1,2018-05-17 03:00:00,2.1499999999999986,True
15396,15396,2018-05-17 3:30,24.53,83.27,22.46,22.36,89.13,1.0,1,2018-05-17 03:00:00,2.0700000000000003,True
15397,15397,2018-05-17 4:00,24.32,82.39,22.31,21.94,90.23,0.0,1,2018-05-17 04:00:00,2.0100000000000016,True
15398,15398,2018-05-17 4:30,24.19,82.08,22.35,21.51,89.44,0.0,1,2018-05-17 04:00:00,1.84,True
15399,15399,2018-05-17 5:00,24.01,81.11,22.27,20.96,88.28,0.0,1,2018-05-17 05:00:00,1.740000000000002,True
15400,15400,2018-05-17 5:30,23.92,79.43,22.35,20.84,88.55,0.0,1,2018-05-17 05:00:00,1.5700000000000005,True
15401,15401,2018-05-17 6:00,23.95,79.03,22.31,19.4,88.13,0.0,1,2018-05-17 06:00:00,1.6400000000000006,True
15402,15402,2018-05-17 6:30,23.95,78.3,22.35,19.8,91.18,0.0,1,2018-05-17 06:00:00,1.599999999999998,True
15403,15403,2018-05-17 7:00,23.95,77.99,22.35,19.86,91.45,0.0,1,2018-05-17 07:00:00,1.599999999999998,True
15404,15404,2018-05-17 7:30,23.98,80.01,22.35,21.51,93.35,0.0,1,2018-05-17 07:00:00,1.629999999999999,True
15405,15405,2018-05-17 8:00,24.01,80.49,22.39,20.53,88.86,0.0,1,2018-05-17 08:00:00,1.620000000000001,True
15406,15406,2018-05-17 8:30,24.01,79.98,22.31,18.79,88.8,0.0,1,2018-05-17 08:00:00,1.7000000000000028,True
15407,15407,2018-05-17 9:00,23.95,79.21,22.35,20.44,92.77,0.0,1,2018-05-17 09:00:00,1.599999999999998,True
15408,15408,2018-05-17 9:30,23.92,79.73,22.39,21.2,93.5,0.0,1,2018-05-17 09:00:00,1.5300000000000011,True
15409,15409,2018-05-17 10:00,23.92,80.37,22.31,21.17,91.79,0.0,1,2018-05-17 10:00:00,1.6100000000000032,True
15410,15410,2018-05-17 10:30,24.07,79.85,22.39,22.48,89.62,0.0,1,2018-05-17 10:00:00,1.6799999999999995,True
15411,15411,2018-05-17 11:00,24.32,80.25,22.42,22.61,86.84,0.0,1,2018-05-17 11:00:00,1.8999999999999984,True
15412,15412,2018-05-17 11:30,24.47,80.8,22.5,23.64,85.26,0.0,1,2018-05-17 11:00:00,1.9699999999999989,True
15413,15413,2018-05-17 12:00,24.8,80.8,22.58,23.13,83.3,0.0,1,2018-05-17 12:00:00,2.2200000000000024,True
15414,15414,2018-05-17 12:30,24.65,80.98,22.5,23.49,82.57,0.0,1,2018-05-17 12:00:00,2.1499999999999986,True
15415,15415,2018-05-17 13:00,24.74,80.98,22.54,23.68,81.56,0.0,1,2018-05-17 13:00:00,2.1999999999999997,True
15416,15416,2018-05-17 13:30,24.74,80.92,22.61,23.83,81.81,0.0,1,2018-05-17 13:00:00,2.129999999999999,True
15417,15417,2018-05-17 14:00,24.8,81.04,22.58,23.8,81.9,0.0,1,2018-05-17 14:00:00,2.2200000000000024,True
15418,15418,2018-05-17 14:30,24.84,80.22,22.65,24.04,80.56,0.0,1,2018-05-17 14:00:00,2.1900000000000013,True
15419,15419,2018-05-17 15:00,24.93,79.95,22.61,24.13,80.34,0.0,1,2018-05-17 15:00:00,2.3200000000000003,True
15420,15420,2018-05-17 15:30,24.93,79.95,22.61,24.47,80.22,0.0,1,2018-05-17 15:00:00,2.3200000000000003,True
15421,15421,2018-05-17 16:00,25.11,80.04,22.73,24.68,78.75,0.0,1,2018-05-17 16:00:00,2.379999999999999,True
15422,15422,2018-05-17 16:30,25.23,79.73,22.77,24.47,78.33,0.0,1,2018-05-17 16:00:00,2.460000000000001,True
15423,15423,2018-05-17 17:00,25.26,79.43,22.69,24.26,80.43,0.0,1,2018-05-17 17:00:00,2.5700000000000003,True
15424,15424,2018-05-17 17:30,25.17,79.55,22.65,23.92,81.2,0.0,1,2018-05-17 17:00:00,2.520000000000003,True
15425,15425,2018-05-17 18:00,25.14,79.95,22.84,23.98,81.93,0.0,1,2018-05-17 18:00:00,2.3000000000000007,True
15426,15426,2018-05-17 18:30,25.17,80.1,22.73,23.8,83.0,0.0,1,2018-05-17 18:00:00,2.4400000000000013,True
15427,15427,2018-05-17 19:00,25.14,80.37,22.84,23.34,84.98,0.0,1,2018-05-17 19:00:00,2.3000000000000007,True
15428,15428,2018-05-17 19:30,25.08,80.49,22.69,23.25,85.56,0.0,1,2018-05-17 19:00:00,2.389999999999997,True
15429,15429,2018-05-17 20:00,25.08,76.04,22.96,19.92,82.75,0.0,1,2018-05-17 20:00:00,2.119999999999997,True
18752,18752,2018-06-26 16:30,26.61,81.56,25.97,24.93,87.06,0.0,1,2018-06-26 16:00:00,0.6400000000000006,True
18753,18753,2018-06-26 16:40,26.61,81.65,25.97,24.8,86.39,0.0,1,2018-06-26 16:00:00,0.6400000000000006,True
18754,18754,2018-06-26 16:50,26.61,81.07,25.86,24.77,86.02,0.0,1,2018-06-26 16:00:00,0.75,True
19587,19587,2018-07-02 11:40,26.64,78.17,25.06,25.96,80.1,0.0,1,2018-07-02 11:00:00,1.5800000000000018,True
19588,19588,2018-07-02 11:50,26.67,78.69,25.06,26.21,81.01,0.0,1,2018-07-02 11:00:00,1.6100000000000032,True
19589,19589,2018-07-02 12:00,26.73,78.94,25.06,27.0,78.97,0.0,1,2018-07-02 12:00:00,1.6700000000000017,True
19590,19590,2018-07-02 12:10,26.85,78.82,25.21,27.55,77.08,0.0,1,2018-07-02 12:00:00,1.6400000000000006,True
19591,19591,2018-07-02 12:20,26.97,78.72,25.17,27.09,78.11,0.0,1,2018-07-02 12:00:00,1.7999999999999972,True
19592,19592,2018-07-02 12:30,27.09,78.69,25.09,26.88,80.71,0.0,1,2018-07-02 12:00:00,2.0,True
19593,19593,2018-07-02 12:40,27.19,79.3,25.17,27.19,79.15,0.0,1,2018-07-02 12:00:00,2.02,True
19594,19594,2018-07-02 12:50,27.31,79.64,25.21,27.98,75.55,0.0,1,2018-07-02 12:00:00,2.099999999999998,True
19595,19595,2018-07-02 13:00,27.43,79.76,25.29,28.47,71.64,0.0,1,2018-07-02 13:00:00,2.140000000000001,True
19596,19596,2018-07-02 13:10,27.55,79.37,25.29,29.02,70.76,0.0,1,2018-07-02 13:00:00,2.2600000000000016,True
19597,19597,2018-07-02 13:20,27.67,79.12,25.32,29.05,70.02,0.0,1,2018-07-02 13:00:00,2.3500000000000014,True
19598,19598,2018-07-02 13:30,27.74,78.57,25.32,29.02,69.57,0.0,1,2018-07-02 13:00:00,2.4199999999999977,True
19599,19599,2018-07-02 13:40,27.86,77.78,25.32,29.08,66.94,0.0,1,2018-07-02 13:00:00,2.539999999999999,True
19600,19600,2018-07-02 13:50,27.92,77.47,25.4,29.2,66.76,0.0,1,2018-07-02 13:00:00,2.520000000000003,True
19601,19601,2018-07-02 14:00,28.04,76.89,25.48,29.6,65.87,0.0,1,2018-07-02 14:00:00,2.5599999999999987,True
19602,19602,2018-07-02 14:10,28.1,76.04,25.44,29.47,65.23,0.0,1,2018-07-02 14:00:00,2.66,True
19603,19603,2018-07-02 14:20,28.13,75.52,25.4,29.66,64.96,0.0,1,2018-07-02 14:00:00,2.7300000000000004,True
19604,19604,2018-07-02 14:30,28.22,74.88,25.48,30.33,63.1,0.0,1,2018-07-02 14:00:00,2.7399999999999984,True
19605,19605,2018-07-02 14:40,28.35,74.18,25.51,30.21,62.39,0.0,1,2018-07-02 14:00:00,2.84,True
19606,19606,2018-07-02 14:50,28.38,73.69,25.59,29.69,66.39,0.0,1,2018-07-02 14:00:00,2.7899999999999987,True
19607,19607,2018-07-02 15:00,28.38,73.47,25.55,29.23,65.02,0.0,1,2018-07-02 15:00:00,2.8299999999999983,True
19608,19608,2018-07-02 15:10,28.5,73.26,25.63,28.99,69.6,0.0,1,2018-07-02 15:00:00,2.870000000000001,True
19609,19609,2018-07-02 15:20,28.47,73.2,25.59,28.35,71.43,0.0,1,2018-07-02 15:00:00,2.879999999999999,True
19610,19610,2018-07-02 15:30,28.53,73.44,25.63,27.89,76.07,0.0,1,2018-07-02 15:00:00,2.9000000000000017,True
19611,19611,2018-07-02 15:40,28.47,74.24,25.55,27.74,77.32,0.0,1,2018-07-02 15:00:00,2.919999999999998,True
19612,19612,2018-07-02 15:50,28.5,75.15,25.63,27.52,77.9,0.0,1,2018-07-02 15:00:00,2.870000000000001,True
19613,19613,2018-07-02 16:00,28.5,76.01,25.67,27.34,78.75,0.0,1,2018-07-02 16:00:00,2.8299999999999983,True
19614,19614,2018-07-02 16:10,28.5,76.01,25.63,27.25,79.91,0.0,1,2018-07-02 16:00:00,2.870000000000001,True
19615,19615,2018-07-02 16:20,28.5,76.22,25.67,26.15,77.53,0.0,1,2018-07-02 16:00:00,2.8299999999999983,True
19616,19616,2018-07-02 16:30,28.47,76.37,25.71,25.87,77.96,0.0,1,2018-07-02 16:00:00,2.759999999999998,True
